Rank,Release Group,Worldwide,Domestic,%,Foreign,%
342,Kevin Hart: Laugh at My Pain,"$7,706,436","$7,706,436",100%,-,-
343,Declaration of War,"$7,691,610","$59,100",0.8%,"$7,632,510",99.2%
344,Praybeyt Benjamin,"$7,654,855",-,-,"$7,654,855",100%
345,Fullmetal Alchemist: The Sacred Star of Milos,"$7,621,364","$177,802",2.3%,"$7,443,562",97.7%
346,Thor: Legend of the Magical Hammer,"$7,600,557",-,-,"$7,600,557",100%
347,Take Me Home Tonight,"$7,550,073","$6,928,068",91.8%,"$622,005",8.2%
348,Albert Nobbs,"$7,532,259","$3,014,696",40%,"$4,517,563",60%
349,Where Do We Go Now?,"$7,507,008","$531,997",7.1%,"$6,975,011",92.9%
350,Wild 7,"$7,477,941",-,-,"$7,477,941",100%
351,Even the Rain,"$7,313,485","$518,017",7.1%,"$6,795,468",92.9%
352,Patiala House,"$7,298,915",-,-,"$7,298,915",100%
353,The Suicide Forecast,"$7,295,261",-,-,"$7,295,261",100%
354,The Beaver,"$7,294,800","$970,816",13.3%,"$6,323,984",86.7%
355,Incendies,"$7,099,598","$2,071,334",29.2%,"$5,028,264",70.8%
356,You're My Pet,"$7,039,663",-,-,"$7,039,663",100%
357,Fuga de cerebros 2,"$7,030,376",-,-,"$7,030,376",100%
358,The Kid with a Bike,"$7,011,798","$1,470,000",21%,"$5,541,798",79%
359,Halal police d'État,"$6,973,154",-,-,"$6,973,154",100%
360,11-11-11,"$6,963,872","$32,771",0.5%,"$6,931,101",99.5%
361,The Clown,"$6,955,643",-,-,"$6,955,643",100%
362,S.I.U.,"$6,954,255",-,-,"$6,954,255",100%
363,Crossroads,"$6,943,105",-,-,"$6,943,105",100%
364,Always,"$6,941,450",-,-,"$6,941,450",100%
365,Don 2,"$6,913,518","$3,680,306",53.2%,"$3,233,212",46.8%
366,The Awakening,"$6,879,667","$209,696",3%,"$6,669,971",97%
367,Heartbeat,"$6,869,987",-,-,"$6,869,987",100%
368,Macross Frontier: The Wings of Goodbye,"$6,845,201",-,-,"$6,845,201",100%
369,The Reunion,"$6,820,097",-,-,"$6,820,097",100%
370,King Naresuan: Part Three,"$6,790,191",-,-,"$6,790,191",100%
371,A Little Bit of Heaven,"$6,778,388","$15,375",0.2%,"$6,763,013",99.8%
372,Resturlaub,"$6,747,405",-,-,"$6,747,405",100%
373,The Resident,"$6,742,156",-,-,"$6,742,156",100%
374,The Snows of Kilimanjaro,"$6,726,049",-,-,"$6,726,049",100%
375,Ex 2: Still Friends?,"$6,704,951",-,-,"$6,704,951",100%
376,"Snowflake, the White Gorilla","$6,674,402",-,-,"$6,674,402",100%
377,The Conquest,"$6,637,166","$74,474",1.1%,"$6,562,692",98.9%
378,Presumed Guilty,"$6,585,640",-,-,"$6,585,640",100%
379,Bunny Drop,"$6,569,857",-,-,"$6,569,857",100%
380,No Other Woman,"$6,522,701",-,-,"$6,522,701",100%
381,Life Back Then,"$6,360,462",-,-,"$6,360,462",100%
382,The Hidden Face,"$6,318,409",-,-,"$6,318,409",100%
383,Kaasan Mom's Life,"$6,309,343",-,-,"$6,309,343",100%
384,La croisière,"$6,298,642",-,-,"$6,298,642",100%
385,The Crocodiles: All for One,"$6,226,507",-,-,"$6,226,507",100%
386,Attack the Block,"$6,206,022","$1,024,175",16.5%,"$5,181,847",83.5%
387,All Inclusive ili Vsyo vklyucheno!,"$6,204,495",-,-,"$6,204,495",100%
388,Seer,"$6,192,965",-,-,"$6,192,965",100%
389,At River's Edge,"$6,136,255",-,-,"$6,136,255",100%
390,Dedemin Insanlari,"$6,130,561",-,-,"$6,130,561",100%
391,Hayabusa,"$6,056,604",-,-,"$6,056,604",100%
392,You Will Be My Son,"$5,985,600",-,-,"$5,985,600",100%
393,Princess Lillifee and the Little Unicorn,"$5,972,430",-,-,"$5,972,430",100%
394,The Apprehenders,"$5,963,910",-,-,"$5,963,910",100%
395,Late Autumn,"$5,929,771",-,-,"$5,929,771",100%
396,No Rest for the Wicked,"$5,878,860",-,-,"$5,878,860",100%
397,Men in Hope 2011 Re-release,"$5,847,126",-,-,"$5,847,126",100%
398,Sea Level,"$5,813,098",-,-,"$5,813,098",100%
399,Anadolu Kartallari,"$5,810,196",-,-,"$5,810,196",100%
400,The Man from the Future,"$5,799,606",-,-,"$5,799,606",100%
401,Dylan Dog: Dead of Night,"$5,782,515","$1,186,538",20.5%,"$4,595,977",79.5%
402,A Funny Man,"$5,772,688",-,-,"$5,772,688",100%
403,Ladda Land,"$5,755,172",-,-,"$5,755,172",100%
404,The Devil's Double,"$5,728,213","$1,361,512",23.8%,"$4,366,701",76.2%
405,Buddha: The Great Departure,"$5,700,005",-,-,"$5,700,005",100%
406,Phineas and Ferb the Movie: Candace Against the Universe,"$5,689,121",-,-,"$5,689,121",100%
407,Matrimonio a Parigi,"$5,661,517",-,-,"$5,661,517",100%
408,The Source,"$5,605,676",-,-,"$5,605,676",100%
409,Cousinhood,"$5,552,832",-,-,"$5,552,832",100%
410,All for One,"$5,548,993",-,-,"$5,548,993",100%
411,Way Back Home,"$5,538,648",-,-,"$5,538,648",100%
412,Chalet Girl,"$5,468,650","$1,710",<0.1%,"$5,466,940",100%
413,Thank You,"$5,452,347","$463,540",8.5%,"$4,988,807",91.5%
414,Day of the Falcon,"$5,452,142",-,-,"$5,452,142",100%
415,Hara-Kiri: Death of a Samurai,"$5,435,358","$75,688",1.4%,"$5,359,670",98.6%
416,The Lost Bladesman,"$5,398,324",-,-,"$5,398,324",100%
417,Blutzbrüdaz,"$5,378,651",-,-,"$5,378,651",100%
418,Intruders,"$5,348,049","$69,136",1.3%,"$5,278,913",98.7%
419,The Ward,"$5,343,820",-,-,"$5,343,820",100%
420,Dil Toh Baccha Hai Ji,"$5,323,307",-,-,"$5,323,307",100%
421,Force,"$5,310,437",-,-,"$5,310,437",100%
422,White: The Melody of the Curse,"$5,299,831",-,-,"$5,299,831",100%
423,The Stig-Helmer Story,"$5,275,505",-,-,"$5,275,505",100%
424,Il giorno in più,"$5,225,074",-,-,"$5,225,074",100%
425,Zindagi Na Milegi Dobara,"$5,192,743","$3,108,485",59.9%,"$2,084,258",40.1%
426,Ironclad,"$5,151,023",-,-,"$5,151,023",100%
427,Poongsan,"$5,110,929",-,-,"$5,110,929",100%
428,Space Dream,"$5,023,009",-,-,"$5,023,009",100%
429,Free Man,"$5,021,464",-,-,"$5,021,464",100%
430,Oranges and Sunshine,"$5,017,653","$143,480",2.9%,"$4,874,173",97.1%
431,The Dragon Pearl,"$4,919,550",-,-,"$4,919,550",100%
432,The Importance of Tying Your Own Shoes,"$4,918,176",-,-,"$4,918,176",100%
433,Wyjazd integracyjny,"$4,916,011",-,-,"$4,916,011",100%
434,"Man, Chicks Are Just Different","$4,883,118",-,-,"$4,883,118",100%
435,Suicide Room,"$4,878,284",-,-,"$4,878,284",100%
436,Hindsight,"$4,872,490",-,-,"$4,872,490",100%
437,Amici miei - Come tutto ebbe inizio,"$4,828,128",-,-,"$4,828,128",100%
438,Second Virginity,"$4,785,334",-,-,"$4,785,334",100%
439,Far til fire - tilbage til naturen,"$4,781,708",-,-,"$4,781,708",100%
440,Martha Marcy May Marlene,"$4,778,439","$2,990,625",62.6%,"$1,787,814",37.4%
441,My Life in Orange,"$4,771,308",-,-,"$4,771,308",100%
442,The Double,"$4,729,855","$137,921",2.9%,"$4,591,934",97.1%
443,Ya Sonra?,"$4,686,857",-,-,"$4,686,857",100%
444,Warriors of the Rainbow: Seediq Bale I,"$4,670,432","$136,166",2.9%,"$4,534,266",97.1%
445,Tous les soleils,"$4,669,149",-,-,"$4,669,149",100%
446,Little Ghostly Adventures of Tofu Boy,"$4,658,686",-,-,"$4,658,686",100%
447,Generation P,"$4,653,071",-,-,"$4,653,071",100%
448,Goyangyi,"$4,631,716",-,-,"$4,631,716",100%
449,Atlas Shrugged: Part I,"$4,627,375","$4,627,375",100%,-,-
450,Paranormal Xperience 3D,"$4,620,995",-,-,"$4,620,995",100%
451,Weekend,"$4,609,934",-,-,"$4,609,934",100%
452,Into the White Night,"$4,593,914",-,-,"$4,593,914",100%
453,Sonny Boy,"$4,581,706",-,-,"$4,581,706",100%
454,Simon & the Oaks,"$4,505,573","$150,664",3.3%,"$4,354,909",96.7%
455,F.A.L.T.U,"$4,485,014",-,-,"$4,485,014",100%
456,Rundskop,"$4,483,147","$151,840",3.4%,"$4,331,307",96.6%
457,West Is West,"$4,473,620",-,-,"$4,473,620",100%
458,Flypaper,"$4,453,634","$5,043",0.1%,"$4,448,591",99.9%
459,The Phantom of the Opera at the Royal Albert Hall,"$4,451,482",-,-,"$4,451,482",100%
460,Buck,"$4,448,728","$4,038,912",90.8%,"$409,816",9.2%
461,King Naresuan 4,"$4,441,109",-,-,"$4,441,109",100%
462,Omar Killed Me,"$4,439,826",-,-,"$4,439,826",100%
463,Pained,"$4,433,282",-,-,"$4,433,282",100%
464,Le marquis,"$4,431,953",-,-,"$4,431,953",100%
465,Angel of Evil,"$4,389,985",-,-,"$4,389,985",100%
466,Seven Days in Utopia,"$4,373,074","$4,373,074",100%,-,-
467,There Be Dragons,"$4,372,642","$1,069,334",24.5%,"$3,303,308",75.5%
468,Werner - Eiskalt!,"$4,365,667",-,-,"$4,365,667",100%
469,"Aurelia, La Película","$4,352,104",-,-,"$4,352,104",100%
470,The Assault,"$4,342,738",-,-,"$4,342,738",100%
471,KL Gangster,"$4,321,809",-,-,"$4,321,809",100%
472,National Theatre Live: Hamlet,"$4,291,981",-,-,"$4,291,981",100%
473,Yang Shan Zhou,"$4,274,238",-,-,"$4,274,238",100%
474,Die Superbullen - Sie kennen keine Gnade,"$4,240,201",-,-,"$4,240,201",100%
475,The Rabbi's Cat,"$4,208,573","$23,392",0.6%,"$4,185,181",99.4%
476,Tokyo Night,"$4,202,408",-,-,"$4,202,408",100%
477,Soreike! Anpanman: Sukue! Kokorin to kiseki no hoshi,"$4,080,957",-,-,"$4,080,957",100%
478,From Prada to Nada,"$4,058,694","$3,033,623",74.7%,"$1,025,071",25.3%
479,Tensou Sentai Goseiger vs. Shinkenger: Epic on Ginmaku,"$4,042,627",-,-,"$4,042,627",100%
480,Overheard 2,"$4,040,142",-,-,"$4,040,142",100%
481,Faccio un salto all'Avana,"$4,032,630",-,-,"$4,032,630",100%
482,A Better Life,"$4,024,643",-,-,"$4,024,643",100%
483,Magic Silver II,"$4,017,761",-,-,"$4,017,761",100%
484,Lo contrario al amor,"$3,993,705",-,-,"$3,993,705",100%
485,Box Office 3D: The Filmest of Films,"$3,974,349",-,-,"$3,974,349",100%
486,A Happy Event,"$3,929,796",-,-,"$3,929,796",100%
487,7 Khoon Maaf,"$3,924,850","$270,207",6.9%,"$3,654,643",93.1%
488,Knerten i knipe,"$3,918,260",-,-,"$3,918,260",100%
489,La Leyenda de la Llorona,"$3,898,653",-,-,"$3,898,653",100%
490,Submarine,"$3,875,173","$467,602",12.1%,"$3,407,571",87.9%
491,Kolpaçino: Bomba,"$3,866,902",-,-,"$3,866,902",100%
492,Monsieur Papa,"$3,852,016",-,-,"$3,852,016",100%
493,La vita facile,"$3,801,152",-,-,"$3,801,152",100%
494,The Trip,"$3,741,198","$2,030,962",54.3%,"$1,710,236",45.7%
495,Take Shelter,"$3,741,098","$1,730,296",46.3%,"$2,010,802",53.7%
496,Like Crazy,"$3,731,489","$3,395,391",91%,"$336,098",9%
497,You Don't Choose Your Family,"$3,713,255",-,-,"$3,713,255",100%
498,The Minister,"$3,710,016",-,-,"$3,710,016",100%
499,Bar Sport,"$3,687,123",-,-,"$3,687,123",100%
500,1911,"$3,680,151","$135,739",3.7%,"$3,544,412",96.3%
501,Jump Ashin!,"$3,658,542",-,-,"$3,658,542",100%
502,Beur sur la ville,"$3,657,995",-,-,"$3,657,995",100%
503,Grave Encounters,"$3,613,222",-,-,"$3,613,222",100%
504,Er Conde Jones,"$3,579,383",-,-,"$3,579,383",100%
505,VIPs,"$3,554,533",-,-,"$3,554,533",100%
506,The Heineken Kidnapping,"$3,487,309",-,-,"$3,487,309",100%
507,Baciato dalla fortuna,"$3,437,400",-,-,"$3,437,400",100%
508,Special Forces,"$3,424,648","$10,759",0.3%,"$3,413,889",99.7%
509,Anuvahood,"$3,405,485",-,-,"$3,405,485",100%
510,The King's Speech PG-13 Version,"$3,375,215","$3,344,306",99.1%,"$30,909",0.9%
511,Machine Gun Preacher,"$3,338,690","$538,690",16.1%,"$2,800,000",83.9%
512,"We Can't Change the World. But, We Wanna Build a School in Cambodia.","$3,334,273",-,-,"$3,334,273",100%
513,Flying Swords of Dragon Gate,"$3,323,381","$170,276",5.1%,"$3,153,105",94.9%
514,The Other Family,"$3,297,256",-,-,"$3,297,256",100%
515,Åsa-Nisse - Wälkom to Knohult,"$3,288,861",-,-,"$3,288,861",100%
516,Chicken with Plums,"$3,265,941","$253,874",7.8%,"$3,012,067",92.2%
517,Easy!,"$3,264,563",-,-,"$3,264,563",100%
518,High School Debut,"$3,242,697",-,-,"$3,242,697",100%
519,Champ,"$3,232,193",-,-,"$3,232,193",100%
520,Black Thursday,"$3,204,531",-,-,"$3,204,531",100%
521,Pastorela,"$3,179,022","$161,194",5.1%,"$3,017,828",94.9%
522,Countdown,"$3,168,201",-,-,"$3,168,201",100%
523,The Deep Blue Sea,"$3,115,609","$1,126,525",36.2%,"$1,989,084",63.8%
524,All Our Desires,"$3,093,416",-,-,"$3,093,416",100%
525,The Prey,"$3,087,928",-,-,"$3,087,928",100%
526,Dhobi Ghat,"$3,082,958","$576,639",18.7%,"$2,506,319",81.3%
527,Moby Dick,"$3,062,455",-,-,"$3,062,455",100%
528,All Stars 2: Old Stars,"$3,050,365",-,-,"$3,050,365",100%
529,TT3D: Closer to the Edge,"$3,034,200",-,-,"$3,034,200",100%
530,Laura's Star and the Dream Monster,"$3,033,432",-,-,"$3,033,432",100%
531,The Greatest Miracle,"$3,019,382","$555,166",18.4%,"$2,464,216",81.6%
532,Tom Sawyer,"$2,963,639",-,-,"$2,963,639",100%
533,Freddy Frogface,"$2,941,889",-,-,"$2,941,889",100%
534,Three Quarter Moon,"$2,929,474",-,-,"$2,929,474",100%
535,Brighton Rock,"$2,913,599","$229,653",7.9%,"$2,683,946",92.1%
536,Sien lui yau wan 2011 Re-release,"$2,888,786",-,-,"$2,888,786",100%
537,Guilty,"$2,873,097",-,-,"$2,873,097",100%
538,Starbuck,"$2,865,068","$340,058",11.9%,"$2,525,010",88.1%
539,The Salt of Life,"$2,850,852","$317,405",11.1%,"$2,533,447",88.9%
540,Everything Must Go,"$2,820,490","$2,711,643",96.1%,"$108,847",3.9%
541,Amigos...,"$2,806,622",-,-,"$2,806,622",100%
542,Bangkok Sweety,"$2,788,735",-,-,"$2,788,735",100%
543,Sarangi museoweo,"$2,786,587",-,-,"$2,786,587",100%
544,Catch Me... I'm in Love,"$2,785,978",-,-,"$2,785,978",100%
545,Code 37,"$2,770,574",-,-,"$2,770,574",100%
546,Jungle Child,"$2,765,120",-,-,"$2,765,120",100%
547,As Mães de Chico Xavier,"$2,759,870",-,-,"$2,759,870",100%
548,The Sleeping Voice,"$2,744,208",-,-,"$2,744,208",100%
549,When Pigs Have Wings,"$2,733,806",-,-,"$2,733,806",100%
550,Behzat Ç.: Seni Kalbime Gömdüm,"$2,727,185",-,-,"$2,727,185",100%
551,In the Name of Love,"$2,719,970",-,-,"$2,719,970",100%
552,Some Say No,"$2,715,050",-,-,"$2,715,050",100%
553,Dolfje Weerwolfje,"$2,705,676",-,-,"$2,705,676",100%
554,Superclásico,"$2,701,266",-,-,"$2,701,266",100%
555,Losers' Club,"$2,692,857",-,-,"$2,692,857",100%
556,Come as You Are,"$2,665,684",-,-,"$2,665,684",100%
557,The Cup,"$2,660,645",-,-,"$2,660,645",100%
558,Svadba po obmenu,"$2,649,271",-,-,"$2,649,271",100%
559,Slove,"$2,625,945",-,-,"$2,625,945",100%
560,The Butcher of Prague,"$2,615,533",-,-,"$2,615,533",100%
561,Penny Pinchers,"$2,613,917",-,-,"$2,613,917",100%
562,SuckSeed,"$2,610,717",-,-,"$2,610,717",100%
563,The Kiss of Evil,"$2,587,512",-,-,"$2,587,512",100%
564,Kong Curling,"$2,547,610",-,-,"$2,547,610",100%
565,Bucky Larson: Born to Be a Star,"$2,530,394","$2,529,395",100%,$999,<0.1%
566,Restless,"$2,518,012","$163,265",6.5%,"$2,354,747",93.5%
567,Skylab,"$2,496,391",-,-,"$2,496,391",100%
568,The Parade,"$2,492,128",-,-,"$2,492,128",100%
569,Musallat 2: Lanet,"$2,487,699",-,-,"$2,487,699",100%
570,The Killer Who Never Kills,"$2,469,954",-,-,"$2,469,954",100%
571,Fabulous 30,"$2,457,135",-,-,"$2,457,135",100%
572,Footnote,"$2,451,259","$2,007,758",81.9%,"$443,501",18.1%
573,The Grace Card,"$2,430,735","$2,430,735",100%,-,-
574,How to Get Rid of Cellulite,"$2,428,521",-,-,"$2,428,521",100%
575,Mega Mindy en de Snoepbaron,"$2,413,638",-,-,"$2,413,638",100%
576,Homecoming,"$2,406,065",-,-,"$2,406,065",100%
577,Ronal the Barbarian,"$2,388,045",-,-,"$2,388,045",100%
578,I Wish,"$2,371,548","$145,808",6.1%,"$2,225,740",93.9%
579,Entelköy Efeköy'e Karsi,"$2,358,597",-,-,"$2,358,597",100%
580,Desi Boyz,"$2,355,293","$1,078,826",45.8%,"$1,276,467",54.2%
581,Terraferma,"$2,343,302","$19,996",0.9%,"$2,323,306",99.1%
582,Couples,"$2,335,488",-,-,"$2,335,488",100%
583,Switch,"$2,319,599",-,-,"$2,319,599",100%
584,30+ (Single On Sale),"$2,310,687",-,-,"$2,310,687",100%
585,"Pokaz kotku, co masz w srodku","$2,310,135",-,-,"$2,310,135",100%
586,The Ghost Must Be Crazy,"$2,280,532",-,-,"$2,280,532",100%
587,The Storage,"$2,270,985",-,-,"$2,270,985",100%
588,Bablo,"$2,252,547",-,-,"$2,252,547",100%
589,Elena,"$2,227,905","$233,380",10.5%,"$1,994,525",89.5%
590,Totally True Love,"$2,221,278",-,-,"$2,221,278",100%
591,The Big Heart of Girls,"$2,212,893",-,-,"$2,212,893",100%
592,Bill Cunningham: New York,"$2,210,382","$1,510,026",68.3%,"$700,356",31.7%
593,Don't Go Breaking My Heart,"$2,206,089",-,-,"$2,206,089",100%
594,Teng Nong jiworn bin,"$2,177,424",-,-,"$2,177,424",100%
595,Henry's Crime,"$2,169,799","$102,541",4.7%,"$2,067,258",95.3%
596,Master i Margarita,"$2,139,115",-,-,"$2,139,115",100%
597,Setup,"$2,128,644",-,-,"$2,128,644",100%
598,Little Black Dress,"$2,121,635",-,-,"$2,121,635",100%
599,The Last Blossom,"$2,120,983",-,-,"$2,120,983",100%
600,Faust,"$2,117,923",-,-,"$2,117,923",100%
601,Pyat nevest,"$2,110,493",-,-,"$2,110,493",100%
602,When Santa Fell to Earth,"$2,105,608",-,-,"$2,105,608",100%
603,The Eye of the Storm,"$2,104,689","$83,566",4%,"$2,021,123",96%
604,Once Upon a Time in Anatolia,"$2,099,472","$152,408",7.3%,"$1,947,064",92.7%
605,"The Butcher, the Chef, and the Swordsman","$2,089,266","$47,896",2.3%,"$2,041,370",97.7%
606,Kukaracha 3D,"$2,070,537",-,-,"$2,070,537",100%
607,Ghost in the Shell: Stand Alone Complex - Solid State Society,"$2,053,304",-,-,"$2,053,304",100%
608,Yeh Saali Zindagi,"$2,011,887",-,-,"$2,011,887",100%
609,Hotell Gyllene Knorren - Filmen,"$2,008,270",-,-,"$2,008,270",100%
610,Jock the Hero Dog,"$2,008,173",-,-,"$2,008,173",100%
611,Won't Last a Day Without You,"$2,006,123",-,-,"$2,006,123",100%
612,The Art of Love,"$1,999,775",-,-,"$1,999,775",100%
613,Na kryuchke!,"$1,997,922",-,-,"$1,997,922",100%
614,Wojna zensko-meska,"$1,988,982",-,-,"$1,988,982",100%
615,"It's a Great, Great World","$1,984,489",-,-,"$1,984,489",100%
616,Widows,"$1,977,469",-,-,"$1,977,469",100%
617,Beloved,"$1,971,858","$137,515",7%,"$1,834,343",93%
618,The New Legend of Shaolin 2011 Re-release,"$1,971,490",-,-,"$1,971,490",100%
619,Things from Another World 2011 Re-release,"$1,963,597",-,-,"$1,963,597",100%
620,The Day I Saw Your Heart,"$1,963,145",-,-,"$1,963,145",100%
621,Headwinds,"$1,957,345",-,-,"$1,957,345",100%
622,Potseluy skvoz stenu,"$1,956,616",-,-,"$1,956,616",100%
623,Angel & Tony,"$1,956,275",-,-,"$1,956,275",100%
624,Another Earth,"$1,938,783","$1,321,194",68.1%,"$617,589",31.9%
625,Gekijouban Sengoku Basara: The Last Party,"$1,936,376",-,-,"$1,936,376",100%
626,The Christmas Tango,"$1,927,222",-,-,"$1,927,222",100%
627,Bennie Stout,"$1,915,540",-,-,"$1,915,540",100%
628,Mia fora kai ena... moro,"$1,912,076",-,-,"$1,912,076",100%
629,Wasao,"$1,908,654",-,-,"$1,908,654",100%
630,Someday,"$1,900,652",-,-,"$1,900,652",100%
631,Kein Sex ist auch keine Lösung,"$1,896,512",-,-,"$1,896,512",100%
632,The Art of Getting By,"$1,892,130","$1,430,241",75.6%,"$461,889",24.4%
633,The Mighty Macs,"$1,891,936","$1,891,936",100%,-,-
634,Red Lips,"$1,889,869","$136,163",7.2%,"$1,753,706",92.8%
635,Ligabue Campovolo - il film 3D,"$1,884,892",-,-,"$1,884,892",100%
636,Chocolate Kisses,"$1,879,629",-,-,"$1,879,629",100%
637,Low Cost,"$1,879,181",-,-,"$1,879,181",100%
638,Red State,"$1,874,460","$1,104,682",58.9%,"$769,778",41.1%
639,The Whistleblower,"$1,870,392","$1,124,966",60.1%,"$745,426",39.9%
640,A Better Life,"$1,863,506","$1,759,252",94.4%,"$104,254",5.6%
641,My Father Is a Cleaning Lady,"$1,856,973",-,-,"$1,856,973",100%
642,The Monk,"$1,809,527","$13,472",0.7%,"$1,796,055",99.3%
643,Sinterklaas en het raadsel van 5 december,"$1,796,195",-,-,"$1,796,195",100%
644,Pak! Pak! My Dr. Kwak!,"$1,790,877",-,-,"$1,790,877",100%
645,Game,"$1,764,828","$139,528",7.9%,"$1,625,300",92.1%
646,Tales of the Night,"$1,762,194","$10,975",0.6%,"$1,751,219",99.4%
647,Realnaya skazka,"$1,744,195",-,-,"$1,744,195",100%
648,"Turn Me On, Dammit!","$1,743,743","$126,085",7.2%,"$1,617,658",92.8%
649,Wuthering Heights,"$1,742,215","$100,915",5.8%,"$1,641,300",94.2%
650,Groenten uit Balen,"$1,729,514",-,-,"$1,729,514",100%
651,Gekijouban anime Nintama rantarou: Ninjutsu gakuen zenin shutsudou! no dan,"$1,721,191",-,-,"$1,721,191",100%
652,Jan Pawel II: Szukalem Was...,"$1,720,882",-,-,"$1,720,882",100%
653,My First Wedding,"$1,697,883",-,-,"$1,697,883",100%
654,Penny's Shadow,"$1,696,199",-,-,"$1,696,199",100%
655,Colors in the Dark,"$1,692,948",-,-,"$1,692,948",100%
656,The Legacy of the Sun,"$1,685,267",-,-,"$1,685,267",100%
657,Gekijouban Tenisu no oujisama: Eikokushiki teikyujou kessen!,"$1,685,127",-,-,"$1,685,127",100%
658,The Hunter,"$1,680,778","$176,669",10.5%,"$1,504,109",89.5%
659,The Man Behind the Courtyard House,"$1,679,389",-,-,"$1,679,389",100%
660,Vanishing on 7th Street,"$1,671,196","$22,729",1.4%,"$1,648,467",98.6%
661,Mantikora,"$1,666,597",-,-,"$1,666,597",100%
662,Rockstar,"$1,651,601","$986,697",59.7%,"$664,904",40.3%
663,Hotel Lux,"$1,643,414",-,-,"$1,643,414",100%
664,The Reunion,"$1,628,221",-,-,"$1,628,221",100%
665,Perfect Days - I zeny maji sve dny,"$1,624,375",-,-,"$1,624,375",100%
666,Utomlennye solntsem 2,"$1,620,323",-,-,"$1,620,323",100%
667,R.I.F.,"$1,619,422",-,-,"$1,619,422",100%
668,Jeokkwayi Dongcham,"$1,603,979",-,-,"$1,603,979",100%
669,Boris - Il film,"$1,602,252",-,-,"$1,602,252",100%
670,Maktub,"$1,600,139",-,-,"$1,600,139",100%
671,Crazy Mad Lover,"$1,597,269","$993,031",62.2%,"$604,238",37.8%
672,I Am,"$1,591,034","$1,591,034",100%,-,-
673,Untangle,"$1,583,482",-,-,"$1,583,482",100%
674,Loufa kai parallagi: Seirines sti steria,"$1,573,762",-,-,"$1,573,762",100%
675,Big Big Man,"$1,572,519",-,-,"$1,572,519",100%
676,O Filme dos Espíritos,"$1,570,179",-,-,"$1,570,179",100%
677,Svensson Svensson ...i nöd & lust,"$1,564,932",-,-,"$1,564,932",100%
678,The Purple House,"$1,549,982",-,-,"$1,549,982",100%
679,Bulong,"$1,541,139",-,-,"$1,541,139",100%
680,Fatal Invitation,"$1,539,775",-,-,"$1,539,775",100%
681,Cinar Agaci,"$1,538,316",-,-,"$1,538,316",100%
682,Love Julinsee,"$1,515,707",-,-,"$1,515,707",100%
683,His Mother's Eyes,"$1,513,304",-,-,"$1,513,304",100%
684,Dum Maaro Dum,"$1,508,912","$564,489",37.4%,"$944,423",62.6%
685,Smuggler,"$1,502,434",-,-,"$1,502,434",100%
686,A One-Way Trip to Antibes,"$1,491,653",-,-,"$1,491,653",100%
687,Mama,"$1,489,634",-,-,"$1,489,634",100%
688,¿Para qué sirve un oso?,"$1,489,553",-,-,"$1,489,553",100%
689,Labyrinth,"$1,486,738",-,-,"$1,486,738",100%
690,Pumpuang,"$1,485,095",-,-,"$1,485,095",100%
691,No lo llames amor... llámalo X,"$1,482,812",-,-,"$1,482,812",100%
692,Miss Bala,"$1,479,964",-,-,"$1,479,964",100%
693,Body Language,"$1,477,155",-,-,"$1,477,155",100%
694,Mausam,"$1,473,341","$728,316",49.4%,"$745,025",50.6%
695,Hidden 3D,"$1,472,872",-,-,"$1,472,872",100%
696,Gene Waltz,"$1,471,596",-,-,"$1,471,596",100%
697,Violeta Went to Heaven,"$1,466,032","$21,496",1.5%,"$1,444,536",98.5%
698,Bara to samurai,"$1,457,535",-,-,"$1,457,535",100%
699,The First Beautiful Thing 2011 Re-release,"$1,453,513",-,-,"$1,453,513",100%
700,Karak,"$1,445,461",-,-,"$1,445,461",100%
701,Sons of Norway,"$1,437,987",-,-,"$1,437,987",100%
702,Tomboy,"$1,437,501","$129,834",9%,"$1,307,667",91%
703,Temptation Island,"$1,426,751",-,-,"$1,426,751",100%
704,Possessions,"$1,417,706",-,-,"$1,417,706",100%
705,The Monitor,"$1,417,397",-,-,"$1,417,397",100%
706,Black Butterflies,"$1,416,573",-,-,"$1,416,573",100%
707,Turning Point 2,"$1,399,257",-,-,"$1,399,257",100%
708,Late Bloomers,"$1,399,101",-,-,"$1,399,101",100%
709,Itinéraire bis,"$1,389,978",-,-,"$1,389,978",100%
710,"Oslo, August 31st","$1,386,378","$101,475",7.3%,"$1,284,903",92.7%
711,"My Granpa, the Bankrobber","$1,385,970",-,-,"$1,385,970",100%
712,The Billionaire,"$1,385,882",-,-,"$1,385,882",100%
713,House of Tolerance,"$1,384,443","$19,327",1.4%,"$1,365,116",98.6%
714,Mankatha,"$1,373,444",-,-,"$1,373,444",100%
715,Lessons of a Dream,"$1,373,312",-,-,"$1,373,312",100%
716,Max Pinlig 2 - sidste skrig,"$1,370,187",-,-,"$1,370,187",100%
717,A Good Old Fashioned Orgy,"$1,369,485","$200,227",14.6%,"$1,169,258",85.4%
718,The Jewel,"$1,368,586",-,-,"$1,368,586",100%
719,Varg Veum - I mørket er alle ulver grå,"$1,365,236",-,-,"$1,365,236",100%
720,Apocalypse,"$1,359,257",-,-,"$1,359,257",100%
721,The Oscar Nominated Short Films 2011: Live Action,"$1,352,152","$1,352,152",100%,-,-
