Rank,Release Group,Worldwide,Domestic,%,Foreign,%
349,Beautiful World,"$7,641,409",-,-,"$7,641,409",100%
350,The Taste of Money,"$7,539,438",-,-,"$7,539,438",100%
351,The Tall Man,"$7,462,847",-,-,"$7,462,847",100%
352,The Mystical Laws,"$7,415,910",-,-,"$7,415,910",100%
353,A Company Man,"$7,339,398",-,-,"$7,339,398",100%
354,Mann tut was Mann kann,"$7,304,731",-,-,"$7,304,731",100%
355,The Anderssons in Greece,"$7,279,565",-,-,"$7,279,565",100%
356,Inazuma Eleven: The Movie,"$7,243,674",-,-,"$7,243,674",100%
357,Camille Rewinds,"$7,223,101",-,-,"$7,223,101",100%
358,Love Lasts Three Years,"$7,211,547",-,-,"$7,211,547",100%
359,Akko's Secret,"$7,192,718",-,-,"$7,192,718",100%
360,Gonzaga: From Father to Son,"$7,183,742",-,-,"$7,183,742",100%
361,Hypnotisören,"$7,168,568",-,-,"$7,168,568",100%
362,Jesus Loves Me,"$7,158,880",-,-,"$7,158,880",100%
363,Cosmopolis,"$7,029,095","$763,556",10.9%,"$6,265,539",89.1%
364,Goon,"$6,985,158","$4,168,528",59.7%,"$2,816,630",40.3%
365,Ivan the Incredible,"$6,907,409",-,-,"$6,907,409",100%
366,Barbara,"$6,889,185","$1,013,902",14.7%,"$5,875,283",85.3%
367,Viva l'Italia,"$6,880,371",-,-,"$6,880,371",100%
368,The Lady Shogun and Her Men 2012 Re-release,"$6,827,946",-,-,"$6,827,946",100%
369,A Letter to Momo,"$6,748,888","$71,712",1.1%,"$6,677,176",98.9%
370,Jab Tak Hai Jaan,"$6,703,114","$3,047,539",45.5%,"$3,655,575",54.5%
371,Kaizoku Sentai Gokaiger vs. Space Sheriff Gavan: The Movie,"$6,688,303",-,-,"$6,688,303",100%
372,Pieta,"$6,616,296","$22,080",0.3%,"$6,594,216",99.7%
373,Hanni and Nanni 2,"$6,523,603",-,-,"$6,523,603",100%
374,Wadjda,"$6,499,169","$1,347,747",20.7%,"$5,151,422",79.3%
375,2 + 2,"$6,418,254",-,-,"$6,418,254",100%
376,Here Comes Every Body,"$6,373,398",-,-,"$6,373,398",100%
377,"Farewell, My Queen","$6,366,835","$1,597,998",25.1%,"$4,768,837",74.9%
378,The Mistress,"$6,362,114",-,-,"$6,362,114",100%
379,Dino Time,"$6,353,856",-,-,"$6,353,856",100%
380,Go Lala Go 2,"$6,308,232",-,-,"$6,308,232",100%
381,A Late Quartet,"$6,303,709","$1,562,548",24.8%,"$4,741,161",75.2%
382,Solovey-Razboynik,"$6,236,954",-,-,"$6,236,954",100%
383,"Don't Cry, Mommy","$6,216,889",-,-,"$6,216,889",100%
384,Great Expectations,"$6,202,879","$258,656",4.2%,"$5,944,223",95.8%
385,The Final Judgement,"$6,200,881",-,-,"$6,200,881",100%
386,The Snitch Cartel,"$6,197,324",-,-,"$6,197,324",100%
387,Kath & Kimderella,"$6,150,771",-,-,"$6,150,771",100%
388,Ace Attorney,"$6,145,395",-,-,"$6,145,395",100%
389,Ultraman Saga,"$6,120,006",-,-,"$6,120,006",100%
390,This Guy's in Love with U Mare!,"$6,082,709",-,-,"$6,082,709",100%
391,Oh My God,"$6,080,330",-,-,"$6,080,330",100%
392,Journey to the Christmas Star,"$6,031,008",-,-,"$6,031,008",100%
393,Blue Exorcist: The Movie,"$5,994,921","$21,796",0.4%,"$5,973,125",99.6%
394,The Broken Circle Breakdown,"$5,990,754","$175,058",2.9%,"$5,815,696",97.1%
395,Russendisko,"$5,952,091",-,-,"$5,952,091",100%
396,Ghost Sweepers,"$5,931,660",-,-,"$5,931,660",100%
397,Wonderful Radio,"$5,857,353",-,-,"$5,857,353",100%
398,Puella Magi Madoka Magica the Movie Part 1: Beginnings,"$5,816,330","$180,440",3.1%,"$5,635,890",96.9%
399,Gekijo-ban Tiger & Bunny -The Rising,"$5,776,323",-,-,"$5,776,323",100%
400,Ah Boys to Men,"$5,751,428",-,-,"$5,751,428",100%
401,Nyanki,"$5,751,022",-,-,"$5,751,022",100%
402,Magic Tree House,"$5,747,918",-,-,"$5,747,918",100%
403,The Viral Factor,"$5,687,319","$220,496",3.9%,"$5,466,823",96.1%
404,The Pact,"$5,664,404",-,-,"$5,664,404",100%
405,Another,"$5,588,517",-,-,"$5,588,517",100%
406,Ek Tha Tiger,"$5,543,117","$2,347,774",42.4%,"$3,195,343",57.6%
407,Z'olushka,"$5,508,956",-,-,"$5,508,956",100%
408,Joker,"$5,491,108","$169,181",3.1%,"$5,321,927",96.9%
409,Key of Life,"$5,463,837",-,-,"$5,463,837",100%
410,Fly with the Gold,"$5,443,725",-,-,"$5,443,725",100%
411,Won't Back Down,"$5,378,228","$5,310,554",98.7%,"$67,674",1.3%
412,Home: The House Imp,"$5,304,736",-,-,"$5,304,736",100%
413,En gång i Phuket,"$5,296,419",-,-,"$5,296,419",100%
414,Talaash,"$5,277,766","$2,871,956",54.4%,"$2,405,810",45.6%
415,Mister Twister: Class of Fun,"$5,231,957",-,-,"$5,231,957",100%
416,Yoko,"$5,191,840",-,-,"$5,191,840",100%
417,Nous York,"$5,189,055",-,-,"$5,189,055",100%
418,October Baby 2012 Re-release,"$5,157,886","$5,157,886",100%,-,-
419,Nihon rettou: Ikimonotachi no monogatari,"$5,059,460",-,-,"$5,059,460",100%
420,ATM: Er Rak Error,"$5,057,554",-,-,"$5,057,554",100%
421,K3 Bengeltjes,"$5,056,891",-,-,"$5,056,891",100%
422,Far til fire: Til søs,"$5,056,491",-,-,"$5,056,491",100%
423,Dance with the Jackals 2,"$4,976,722",-,-,"$4,976,722",100%
424,Take This Waltz,"$4,965,950","$1,239,692",25%,"$3,726,258",75%
425,Magical Girl Lyrical Nanoha the Movie 2nd A's,"$4,950,633",-,-,"$4,950,633",100%
426,Mes héros,"$4,934,927",-,-,"$4,934,927",100%
427,The Spy,"$4,903,665",-,-,"$4,903,665",100%
428,Magnificent Presence,"$4,897,074",-,-,"$4,897,074",100%
429,Easy Money II: Hard to Kill,"$4,890,512",-,-,"$4,890,512",100%
430,Çanakkale 1915,"$4,865,992",-,-,"$4,865,992",100%
431,Don't Click,"$4,864,262",-,-,"$4,864,262",100%
432,Capital,"$4,822,849","$101,700",2.1%,"$4,721,149",97.9%
433,Robot & Frank,"$4,806,423","$3,325,038",69.2%,"$1,481,385",30.8%
434,Muzhchina s garantiey,"$4,761,155",-,-,"$4,761,155",100%
435,Girl in Progress,"$4,709,246","$2,609,412",55.4%,"$2,099,834",44.6%
436,"Jeff, Who Lives at Home","$4,704,757","$4,269,426",90.7%,"$435,331",9.3%
437,Keith Lemon: The Film,"$4,682,943",-,-,"$4,682,943",100%
438,A Simple Life,"$4,663,094","$191,826",4.1%,"$4,471,268",95.9%
439,Killer Joe,"$4,633,668","$1,987,762",42.9%,"$2,645,906",57.1%
440,Una famiglia perfetta,"$4,621,441",-,-,"$4,621,441",100%
441,Soreike! Anpanman: Yomigaere Bananajima,"$4,604,003",-,-,"$4,604,003",100%
442,Moskova'nin Sifresi Temel 2012 Re-release,"$4,571,780",-,-,"$4,571,780",100%
443,Radiostars,"$4,533,793",-,-,"$4,533,793",100%
444,Metal Brothers,"$4,527,912",-,-,"$4,527,912",100%
445,Barfi!,"$4,490,134","$2,804,874",62.5%,"$1,685,260",37.5%
446,Mental,"$4,446,852","$17,669",0.4%,"$4,429,183",99.6%
447,I Love Hong Kong 2012,"$4,443,990",-,-,"$4,443,990",100%
448,I Am a King,"$4,441,857",-,-,"$4,441,857",100%
449,Samsara,"$4,426,444","$2,672,413",60.4%,"$1,754,031",39.6%
450,Safety Not Guaranteed,"$4,424,699","$4,010,957",90.6%,"$413,742",9.4%
451,Thérèse,"$4,408,087","$101,944",2.3%,"$4,306,143",97.7%
452,360,"$4,396,975","$100,343",2.3%,"$4,296,632",97.7%
453,White Elephant,"$4,387,907","$8,884",0.2%,"$4,379,023",99.8%
454,Gangs of Wasseypur,"$4,384,494",-,-,"$4,384,494",100%
455,Agamenon: The Film,"$4,372,011",-,-,"$4,372,011",100%
456,Tezz,"$4,305,016","$229,931",5.3%,"$4,075,085",94.7%
457,What If...,"$4,301,754",-,-,"$4,301,754",100%
458,Stone,"$4,273,258",-,-,"$4,273,258",100%
459,Branded,"$4,227,984","$353,513",8.4%,"$3,874,471",91.6%
460,Dabangg 2,"$4,216,988","$2,519,190",59.7%,"$1,697,798",40.3%
461,Colosio,"$4,206,714",-,-,"$4,206,714",100%
462,The Dandelions,"$4,202,633",-,-,"$4,202,633",100%
463,Nitro Circus: The Movie,"$4,174,269","$3,377,618",80.9%,"$796,651",19.1%
464,Apartment 143,"$4,126,744",$383,<0.1%,"$4,126,361",100%
465,Tere Naal Love Ho Gaya,"$4,083,976","$177,743",4.4%,"$3,906,233",95.6%
466,Dreams for Sale,"$4,058,247",-,-,"$4,058,247",100%
467,Two Days in New York,"$4,058,113","$633,210",15.6%,"$3,424,903",84.4%
468,Love in the Buff,"$4,045,381","$256,451",6.3%,"$3,788,930",93.7%
469,Vulgaria,"$4,028,543","$59,059",1.5%,"$3,969,484",98.5%
470,Die Kirche bleibt im Dorf,"$4,007,192",-,-,"$4,007,192",100%
471,Documentary of AKB48: Show Must Go On,"$3,984,152",-,-,"$3,984,152",100%
472,Offroad,"$3,952,879",-,-,"$3,952,879",100%
473,Bully 2012 Re-release,"$3,950,244","$3,863,446",97.8%,"$86,798",2.2%
474,Ushijima the Loan Shark,"$3,928,891",-,-,"$3,928,891",100%
475,Buona giornata,"$3,927,883",-,-,"$3,927,883",100%
476,Granny's Funeral,"$3,915,063",-,-,"$3,915,063",100%
477,Agent Ranjid rettet die Welt,"$3,891,097",-,-,"$3,891,097",100%
478,The Wall,"$3,889,260","$38,674",1%,"$3,850,586",99%
479,Papa,"$3,865,151",-,-,"$3,865,151",100%
480,A.C.A.B. - All Cops Are Bastards,"$3,847,381",-,-,"$3,847,381",100%
481,Marley,"$3,842,919","$1,413,480",36.8%,"$2,429,439",63.2%
482,A Long Story,"$3,839,316",-,-,"$3,839,316",100%
483,Elles,"$3,822,241","$157,508",4.1%,"$3,664,733",95.9%
484,The Other Son,"$3,820,405","$1,285,918",33.7%,"$2,534,487",66.3%
485,A Gun in Each Hand,"$3,795,398",-,-,"$3,795,398",100%
486,The Paperboy,"$3,783,865","$693,286",18.3%,"$3,090,579",81.7%
487,Min søsters børn og guldgraverne,"$3,746,770",-,-,"$3,746,770",100%
488,Raven the Little Rascal,"$3,713,259",-,-,"$3,713,259",100%
489,ÜnOfficially Yours,"$3,704,457",-,-,"$3,704,457",100%
490,È nata una star?,"$3,695,736",-,-,"$3,695,736",100%
491,Cockpit,"$3,689,436",-,-,"$3,689,436",100%
492,Bowling,"$3,681,038",-,-,"$3,681,038",100%
493,Hold Up!,"$3,680,776",-,-,"$3,680,776",100%
494,Celeste & Jesse Forever,"$3,640,975","$3,094,813",85%,"$546,162",15%
495,Legend of the Moles: The Treasure of Scylla,"$3,633,141",-,-,"$3,633,141",100%
496,¡De panzazo!,"$3,603,973",-,-,"$3,603,973",100%
497,"Wer's glaubt, wird selig","$3,521,253",-,-,"$3,521,253",100%
498,Primates of the Caribbean,"$3,507,928",-,-,"$3,507,928",100%
499,Sams im Glück,"$3,491,035",-,-,"$3,491,035",100%
500,Looking for Hortense,"$3,465,020",-,-,"$3,465,020",100%
501,Suave patria,"$3,440,624",-,-,"$3,440,624",100%
502,Belyy tigr,"$3,427,641",-,-,"$3,427,641",100%
503,Miss Conspirator,"$3,426,771",-,-,"$3,426,771",100%
504,Only Decent People,"$3,405,305",-,-,"$3,405,305",100%
505,"All's Well, Ends Well 2012","$3,392,158","$47,919",1.4%,"$3,344,239",98.6%
506,Marie Krøyer,"$3,382,354",-,-,"$3,382,354",100%
507,Apartment 1303 3D,"$3,377,891",-,-,"$3,377,891",100%
508,Líbás jako dábel,"$3,359,755",-,-,"$3,359,755",100%
509,Black Dawn,"$3,354,099",-,-,"$3,354,099",100%
510,Reality,"$3,350,996","$72,577",2.2%,"$3,278,419",97.8%
511,Arakawa Under the Bridge,"$3,348,319",-,-,"$3,348,319",100%
512,Atlas Shrugged II: The Strike,"$3,336,053","$3,336,053",100%,-,-
513,Indiana Jones and the Raiders of the Lost Ark 2012 IMAX Release,"$3,332,854","$3,125,613",93.8%,"$207,241",6.2%
514,Last Ounce of Courage,"$3,329,674","$3,329,674",100%,-,-
515,Unit 7,"$3,305,084",-,-,"$3,305,084",100%
516,De Marathon,"$3,281,734",-,-,"$3,281,734",100%
517,Palme,"$3,252,741",-,-,"$3,252,741",100%
518,Your Sister's Sister,"$3,242,802","$1,636,190",50.5%,"$1,606,612",49.5%
519,Crazy Crying Lady,"$3,232,090",-,-,"$3,232,090",100%
520,Another Woman's Life,"$3,216,359",-,-,"$3,216,359",100%
521,Kimmy Dora and the Temple of Kiyeme,"$3,204,780",-,-,"$3,204,780",100%
522,Fill the Void,"$3,197,615","$1,775,316",55.5%,"$1,422,299",44.5%
523,Mad Buddies,"$3,156,343",-,-,"$3,156,343",100%
524,Last Stop: Kurtulus,"$3,154,795",-,-,"$3,154,795",100%
525,Road North,"$3,153,132",-,-,"$3,153,132",100%
526,Partners in Crime,"$3,146,210",-,-,"$3,146,210",100%
527,Ricky Rapper and Cool Wendy,"$3,137,319",-,-,"$3,137,319",100%
528,We Not Naughty,"$3,035,038",-,-,"$3,035,038",100%
529,Paris-Manhattan,"$3,031,682",-,-,"$3,031,682",100%
530,Tug of War!,"$3,026,813",-,-,"$3,026,813",100%
531,The Imposter,"$3,001,877","$898,317",29.9%,"$2,103,560",70.1%
532,The Life of Budori Gusuko,"$2,969,820",-,-,"$2,969,820",100%
533,Partly Sunny,"$2,945,187",-,-,"$2,945,187",100%
534,The Horde,"$2,943,372",-,-,"$2,943,372",100%
535,Le grand soir,"$2,924,568",-,-,"$2,924,568",100%
536,My Avatar Horse,"$2,915,661",-,-,"$2,915,661",100%
537,God Loves Caviar,"$2,906,528",-,-,"$2,906,528",100%
538,Tina & Bettina: The Movie,"$2,903,844",-,-,"$2,903,844",100%
539,We Are Family,"$2,885,324",-,-,"$2,885,324",100%
540,A Secret Affair,"$2,875,137",-,-,"$2,875,137",100%
541,The Flowers of War,"$2,855,644","$311,434",10.9%,"$2,544,210",89.1%
542,Crow's Thumb,"$2,853,528",-,-,"$2,853,528",100%
543,A Coffee in Berlin,"$2,826,333","$150,275",5.3%,"$2,676,058",94.7%
544,Ouran High School Host Club,"$2,821,766",-,-,"$2,821,766",100%
545,"Go, Masao!","$2,817,594",-,-,"$2,817,594",100%
546,Agent Hamilton: But Not If It Concerns Your Daughter,"$2,778,028",-,-,"$2,778,028",100%
547,Motorway,"$2,776,214",-,-,"$2,776,214",100%
548,My Father's Bike,"$2,770,333",-,-,"$2,770,333",100%
549,Tinker Bell and the Lost Treasure 2012 Re-release,"$2,765,733",-,-,"$2,765,733",100%
550,Pacemaker,"$2,749,626",-,-,"$2,749,626",100%
551,Cocktail,"$2,724,695","$1,227,789",45.1%,"$1,496,906",54.9%
552,I Have to Buy New Shoes,"$2,723,904",-,-,"$2,723,904",100%
553,Every Blessed Day,"$2,717,393",-,-,"$2,717,393",100%
554,Ti stimo fratello,"$2,711,584",-,-,"$2,711,584",100%
555,009 Re: Cyborg,"$2,711,091",-,-,"$2,711,091",100%
556,De verbouwing,"$2,698,801",-,-,"$2,698,801",100%
557,Jiro Dreams of Sushi,"$2,692,864","$2,552,478",94.8%,"$140,386",5.2%
558,A Hijacking,"$2,688,444","$414,437",15.4%,"$2,274,007",84.6%
559,Totally Innocents,"$2,659,775",-,-,"$2,659,775",100%
560,Maniac,"$2,631,275","$31,081",1.2%,"$2,600,194",98.8%
561,Almost Perfect,"$2,626,013",-,-,"$2,626,013",100%
562,The Suck Up Project,"$2,612,093",-,-,"$2,612,093",100%
563,Among Wolves 2012 Re-release,"$2,597,659",-,-,"$2,597,659",100%
564,Me and You,"$2,593,225",-,-,"$2,593,225",100%
565,Blancanieves,"$2,585,522","$279,735",10.8%,"$2,305,787",89.2%
566,Piazza Fontana: The Italian Conspiracy,"$2,574,171",-,-,"$2,574,171",100%
567,Lyubov s aktsentom,"$2,562,614",-,-,"$2,562,614",100%
568,So Undercover,"$2,562,285",-,-,"$2,562,285",100%
569,Diaz: Don't Clean Up This Blood,"$2,558,925",-,-,"$2,558,925",100%
570,The Robot Giant,"$2,543,135",-,-,"$2,543,135",100%
571,The Suicide Shop,"$2,514,478",-,-,"$2,514,478",100%
572,Cool Kids Don't Cry,"$2,505,687",-,-,"$2,505,687",100%
573,The Queen of Versailles,"$2,495,706","$2,401,999",96.2%,"$93,707",3.8%
574,Going with the West,"$2,483,823",-,-,"$2,483,823",100%
575,The Healing,"$2,465,876",-,-,"$2,465,876",100%
576,Painted Skin: The Resurrection,"$2,455,359","$50,425",2.1%,"$2,404,934",97.9%
577,Purge,"$2,451,380",-,-,"$2,451,380",100%
578,Nightfall,"$2,443,464",-,-,"$2,443,464",100%
579,Just Like Brothers,"$2,441,241",-,-,"$2,441,241",100%
580,Coriolanus,"$2,435,325","$757,195",31.1%,"$1,678,130",68.9%
581,Match,"$2,434,881",-,-,"$2,434,881",100%
582,The Dinosaur Project,"$2,412,327",-,-,"$2,412,327",100%
583,The Sleepless,"$2,410,654",-,-,"$2,410,654",100%
584,After Lucia,"$2,401,169",-,-,"$2,401,169",100%
585,La vida precoz y breve de Sabina Rivas,"$2,393,988",-,-,"$2,393,988",100%
586,Armed Hands,"$2,381,580",-,-,"$2,381,580",100%
587,Mais qui a re-tué Pamela Rose?,"$2,379,355",-,-,"$2,379,355",100%
588,Moy paren - angel,"$2,372,984",-,-,"$2,372,984",100%
589,Sunday League - Pepik Hnatek's Final Match,"$2,367,323",-,-,"$2,367,323",100%
590,Lore,"$2,362,019","$970,325",41.1%,"$1,391,694",58.9%
591,The Way 2012 Re-release,"$2,361,169",-,-,"$2,361,169",100%
592,Rose,"$2,339,219",-,-,"$2,339,219",100%
593,Aquí entre nos,"$2,336,212",-,-,"$2,336,212",100%
594,Resident Evil: Damnation,"$2,325,035",-,-,"$2,325,035",100%
595,Polish Roulette,"$2,321,694",-,-,"$2,321,694",100%
596,The Oranges,"$2,316,971","$366,377",15.8%,"$1,950,594",84.2%
597,Ek Main Aur Ekk Tu,"$2,293,823","$1,155,545",50.4%,"$1,138,278",49.6%
598,My Best Holidays,"$2,282,178",-,-,"$2,282,178",100%
599,Er Conde Jones 2012 Re-release,"$2,281,387",-,-,"$2,281,387",100%
600,407 Dark Flight 3D,"$2,277,221",-,-,"$2,277,221",100%
601,Ghost Graduation,"$2,273,092",-,-,"$2,273,092",100%
602,Sleepwalk with Me,"$2,266,067","$2,266,067",100%,-,-
603,Shadow Dancer,"$2,253,819","$100,616",4.5%,"$2,153,203",95.5%
604,Wings,"$2,250,147",-,-,"$2,250,147",100%
605,Now Is Good,"$2,247,064",-,-,"$2,247,064",100%
606,Seven Something,"$2,238,732",-,-,"$2,238,732",100%
607,El cielo en tu mirada,"$2,230,843",-,-,"$2,230,843",100%
608,Hand in Hand,"$2,227,676",-,-,"$2,227,676",100%
609,Delhi Safari,"$2,225,597",-,-,"$2,225,597",100%
610,Horror Stories,"$2,155,362",-,-,"$2,155,362",100%
611,Day of the Siege,"$2,143,479",-,-,"$2,143,479",100%
612,Freshly Squeezed,"$2,139,144",-,-,"$2,139,144",100%
613,Train Brain Express,"$2,137,888",-,-,"$2,137,888",100%
614,Xingu,"$2,131,168",-,-,"$2,131,168",100%
615,L'oncle Charles,"$2,127,484",-,-,"$2,127,484",100%
616,Heleno,"$2,126,384",-,-,"$2,126,384",100%
617,Sightseers,"$2,122,909","$61,782",2.9%,"$2,061,127",97.1%
618,"Katmandú, un espejo en el cielo","$2,115,291",-,-,"$2,115,291",100%
619,On Air,"$2,103,261",-,-,"$2,103,261",100%
620,Plan de table,"$2,100,761",-,-,"$2,100,761",100%
621,L'homme qui rit,"$2,092,903",-,-,"$2,092,903",100%
622,Library War: Wings of Revolution,"$2,091,309",-,-,"$2,091,309",100%
623,3 A.M. 3D,"$2,084,774",-,-,"$2,084,774",100%
624,Thuppakki,"$2,075,056",-,-,"$2,075,056",100%
625,Dangerous Liaisons,"$2,074,864","$54,000",2.6%,"$2,020,864",97.4%
626,Peter Capusotto y sus 3 dimensiones,"$2,059,596",-,-,"$2,059,596",100%
627,Mike Says Goodbye!,"$2,050,192",-,-,"$2,050,192",100%
628,The Lookout,"$2,046,528",-,-,"$2,046,528",100%
629,Winning Streak,"$2,044,056",-,-,"$2,044,056",100%
630,W.E.,"$2,042,203","$583,455",28.6%,"$1,458,748",71.4%
631,What the Day Owes the Night,"$2,041,270",-,-,"$2,041,270",100%
632,Tiktik: The Aswang Chronicles,"$2,035,311",-,-,"$2,035,311",100%
633,The End,"$2,035,226",-,-,"$2,035,226",100%
634,Dépression et des potes,"$2,013,149",-,-,"$2,013,149",100%
635,Samoubiytsy,"$2,013,142",-,-,"$2,013,142",100%
636,National Security,"$2,009,251",-,-,"$2,009,251",100%
637,Blind Man,"$2,000,203",-,-,"$2,000,203",100%
638,Strike Witches the Movie,"$1,997,136",-,-,"$1,997,136",100%
639,Valentine Sweety,"$1,991,757",-,-,"$1,991,757",100%
640,Breaking Wind,"$1,958,083",-,-,"$1,958,083",100%
641,Holy Motors,"$1,954,125","$641,100",32.8%,"$1,313,025",67.2%
642,Deadfall,"$1,946,254","$66,351",3.4%,"$1,879,903",96.6%
643,V/H/S,"$1,944,287","$100,345",5.2%,"$1,843,942",94.8%
644,Láska je láska,"$1,938,047",-,-,"$1,938,047",100%
645,Born to Love You,"$1,924,766",-,-,"$1,924,766",100%
646,Call Girl,"$1,922,273",-,-,"$1,922,273",100%
647,Süskind,"$1,918,164",-,-,"$1,918,164",100%
648,E a Vida Continua...,"$1,907,227",-,-,"$1,907,227",100%
649,7 Days in Havana,"$1,905,509",-,-,"$1,905,509",100%
650,A Few Hours of Spring,"$1,900,262",-,-,"$1,900,262",100%
651,"Life, Above All","$1,881,974",-,-,"$1,881,974",100%
652,Tone-Deaf Clinic,"$1,875,097",-,-,"$1,875,097",100%
653,Artificial Paradises,"$1,872,736",-,-,"$1,872,736",100%
654,Afro Tanaka,"$1,872,727",-,-,"$1,872,727",100%
655,Max Pinlig 3 - på Roskilde,"$1,871,079",-,-,"$1,871,079",100%
656,D@bbe: Demon Possession,"$1,867,540",-,-,"$1,867,540",100%
657,Omar W Salma 3,"$1,856,517",-,-,"$1,856,517",100%
658,I Miss U,"$1,838,915",-,-,"$1,838,915",100%
659,24/7 in Love,"$1,837,164",-,-,"$1,837,164",100%
660,Jackie,"$1,835,156",-,-,"$1,835,156",100%
661,Crooked Arrows,"$1,832,541","$1,832,541",100%,-,-
662,The Wedding Video,"$1,827,650",-,-,"$1,827,650",100%
663,Luv Shuv Tey Chicken Khurana,"$1,813,916","$143,507",7.9%,"$1,670,409",92.1%
664,Space Sheriff Gavan: The Movie,"$1,810,856",-,-,"$1,810,856",100%
665,Cornouaille,"$1,805,634",-,-,"$1,805,634",100%
666,"Il était une fois, une fois","$1,797,867",-,-,"$1,797,867",100%
667,The Rotterdam Bombing,"$1,787,158",-,-,"$1,787,158",100%
668,Soldiers of Fortune,"$1,784,286","$38,898",2.2%,"$1,745,388",97.8%
669,Bakaleya High School,"$1,780,758",-,-,"$1,780,758",100%
670,Sprookjesboom de Film,"$1,768,177",-,-,"$1,768,177",100%
671,Everybody Has a Plan,"$1,759,900",-,-,"$1,759,900",100%
672,Greystone Park,"$1,757,134",-,-,"$1,757,134",100%
673,Papa 2012 Re-release,"$1,747,575",-,-,"$1,747,575",100%
674,The Great Magician,"$1,738,798",-,-,"$1,738,798",100%
675,Dad 2012 Re-release,"$1,734,213",-,-,"$1,734,213",100%
676,First Position,"$1,730,824","$1,014,071",58.6%,"$716,753",41.4%
677,Once Upon a Time in the North,"$1,721,942",-,-,"$1,721,942",100%
678,Diana Vreeland: The Eye Has to Travel,"$1,721,472","$1,017,579",59.1%,"$703,893",40.9%
679,The Red and the Blue,"$1,720,151",-,-,"$1,720,151",100%
680,Diaz: Don't Clean Up This Blood 2012 Re-release,"$1,720,010",-,-,"$1,720,010",100%
681,Paradise: Love,"$1,709,036","$24,267",1.4%,"$1,684,769",98.6%
682,Ne-beu-en-ding-seu-to-ri,"$1,707,723",-,-,"$1,707,723",100%
683,Nobel's Last Will,"$1,704,964",-,-,"$1,704,964",100%
684,Balas & Bolinhos: O Último Capítulo,"$1,704,467",-,-,"$1,704,467",100%
685,The Oscar Nominated Short Films 2012: Live Action,"$1,702,415","$1,702,415",100%,-,-
686,Aftermath,"$1,696,330",-,-,"$1,696,330",100%
687,Maman,"$1,694,740",-,-,"$1,694,740",100%
688,Detachment,"$1,681,521","$72,689",4.3%,"$1,608,832",95.7%
689,Looking for Ioannis Varvakis,"$1,680,901",-,-,"$1,680,901",100%
690,Ginger & Rosa,"$1,674,776","$1,012,973",60.5%,"$661,803",39.5%
691,Dormant Beauty,"$1,673,235",-,-,"$1,673,235",100%
692,Garibaldi's Lovers,"$1,673,004",-,-,"$1,673,004",100%
693,El-Cin,"$1,670,763",-,-,"$1,670,763",100%
694,Kabi,"$1,662,082",-,-,"$1,662,082",100%
695,Bread of Happiness,"$1,659,800",-,-,"$1,659,800",100%
696,Lost in Siberia,"$1,656,237",-,-,"$1,656,237",100%
697,Two Lives,"$1,649,260","$22,620",1.4%,"$1,626,640",98.6%
698,Two Rabbits,"$1,647,168",-,-,"$1,647,168",100%
699,The Wedding Diary,"$1,640,549",-,-,"$1,640,549",100%
700,The Grow,"$1,630,000",-,-,"$1,630,000",100%
701,Son of Sardaar,"$1,618,361","$771,789",47.7%,"$846,572",52.3%
702,Batman Begins 2012 Re-release,"$1,612,434","$1,508,658",93.6%,"$103,776",6.4%
703,Qing Yan,"$1,611,944",-,-,"$1,611,944",100%
704,Singin' in the Rain 2012 Re-release,"$1,609,789","$1,608,925",99.9%,$864,<0.1%
705,More Than Honey,"$1,604,609","$79,772",5%,"$1,524,837",95%
706,Morangos com Açúcar - O Filme,"$1,590,312",-,-,"$1,590,312",100%
707,The Kirishima Thing,"$1,588,242",-,-,"$1,588,242",100%
708,Make Your Move,"$1,583,687","$125,106",7.9%,"$1,458,581",92.1%
709,The Bay,"$1,581,252","$30,668",1.9%,"$1,550,584",98.1%
710,Rodencia y el Diente de la Princesa,"$1,580,303",-,-,"$1,580,303",100%
711,Lay the Favorite,"$1,576,687","$20,998",1.3%,"$1,555,689",98.7%
712,Lan Kwai Fong 2,"$1,575,101",-,-,"$1,575,101",100%
713,Teri Meri Kahaani,"$1,574,703","$781,196",49.6%,"$793,507",50.4%
714,Time of My Life,"$1,573,052",-,-,"$1,573,052",100%
715,Caesar Must Die,"$1,567,339","$76,908",4.9%,"$1,490,431",95.1%
716,Adventure Planet,"$1,553,168",-,-,"$1,553,168",100%
717,Diary of a Drunk,"$1,552,896",-,-,"$1,552,896",100%
718,Rampart,"$1,543,613","$972,512",63%,"$571,101",37%
719,Ma première fois,"$1,541,144",-,-,"$1,541,144",100%
720,Love,"$1,533,874","$309,200",20.2%,"$1,224,674",79.8%
721,Any Questions for Ben?,"$1,533,130",-,-,"$1,533,130",100%
722,The Bullet Vanishes,"$1,528,580","$117,629",7.7%,"$1,410,951",92.3%
723,Sushi in Suhl,"$1,527,960",-,-,"$1,527,960",100%
724,Paddle Pop Adventures,"$1,522,092",-,-,"$1,522,092",100%
725,Moron 5 and the Crying Lady,"$1,521,892",-,-,"$1,521,892",100%
726,Due West: Our Sex Journey,"$1,514,472",-,-,"$1,514,472",100%
727,The Dark Knight 2012 Re-release,"$1,513,086","$1,513,086",100%,-,-
