Rank,Release Group,Worldwide,Domestic,%,Foreign,%
350,Venus in Fur,"$8,350,026","$373,605",4.5%,"$7,976,421",95.5%
351,Colombiana 2013 Re-release,"$8,050,000",-,-,"$8,050,000",100%
352,Crô: O Filme,"$7,988,278",-,-,"$7,988,278",100%
353,Metallica Through the Never,"$7,975,812","$3,419,967",42.9%,"$4,555,845",57.1%
354,Tough as Iron,"$7,943,977",-,-,"$7,943,977",100%
355,Marriage Blue,"$7,903,932",-,-,"$7,903,932",100%
356,Renoir,"$7,816,573","$2,293,798",29.3%,"$5,522,775",70.7%
357,Selam,"$7,728,852",-,-,"$7,728,852",100%
358,ABCD (Any Body Can Dance),"$7,610,738","$222,098",2.9%,"$7,388,640",97.1%
359,Only Lovers Left Alive,"$7,609,187","$1,879,534",24.7%,"$5,729,653",75.3%
360,Hükümet Kadin 2013 Re-release,"$7,603,249",-,-,"$7,603,249",100%
361,Verliefd op Ibiza,"$7,581,025",-,-,"$7,581,025",100%
362,Ah Boys to Men II,"$7,517,054",-,-,"$7,517,054",100%
363,F.C. De Kampioenen,"$7,471,304",-,-,"$7,471,304",100%
364,Killer Toon,"$7,468,796",-,-,"$7,468,796",100%
365,Black Nativity,"$7,454,185","$7,018,189",94.2%,"$435,996",5.8%
366,Hunter x Hunter: The Last Mission,"$7,449,778",-,-,"$7,449,778",100%
367,Amitiés sincères,"$7,445,019",-,-,"$7,445,019",100%
368,Witching and Bitching,"$7,422,695",-,-,"$7,422,695",100%
369,Brazilian Western,"$7,415,529",-,-,"$7,415,529",100%
370,My World,"$7,406,037",-,-,"$7,406,037",100%
371,Hükümet Kadin,"$7,392,014",-,-,"$7,392,014",100%
372,On the Way to School,"$7,390,938",-,-,"$7,390,938",100%
373,The Great Passage,"$7,362,767",-,-,"$7,362,767",100%
374,Us in the U.S.,"$7,354,579",-,-,"$7,354,579",100%
375,Bilet na Vegas,"$7,286,913",-,-,"$7,286,913",100%
376,Hanni & Nanni 3,"$7,275,454",-,-,"$7,275,454",100%
377,Zip & Zap and the Marble Gang,"$7,242,740",-,-,"$7,242,740",100%
378,Animal,"$7,196,268",-,-,"$7,196,268",100%
379,Control,"$7,193,515",-,-,"$7,193,515",100%
380,The Anderssons Hit the Road,"$7,155,992",-,-,"$7,155,992",100%
381,Boomerang Family,"$7,102,103",-,-,"$7,102,103",100%
382,Crying 100 Times: Every Raindrop Falls,"$7,086,598",-,-,"$7,086,598",100%
383,De nieuwe wildernis,"$7,084,997",-,-,"$7,084,997",100%
384,En solitaire,"$7,029,858",-,-,"$7,029,858",100%
385,Amazing,"$6,990,000",-,-,"$6,990,000",100%
386,Ask This of Rikyu,"$6,966,862",-,-,"$6,966,862",100%
387,The Spectacular Now,"$6,918,591","$6,854,611",99.1%,"$63,980",0.9%
388,Commitment,"$6,834,802","$76,543",1.1%,"$6,758,259",98.9%
389,Fuga di cervelli,"$6,804,918",-,-,"$6,804,918",100%
390,Unforgiven,"$6,763,059",-,-,"$6,763,059",100%
391,The Little Penguin Pororo's Racing Adventure,"$6,743,451",-,-,"$6,743,451",100%
392,3096 Tage,"$6,677,474",-,-,"$6,677,474",100%
393,Windstorm,"$6,626,314",-,-,"$6,626,314",100%
394,Ghanchakkar,"$6,571,685","$203,044",3.1%,"$6,368,641",96.9%
395,Gloria,"$6,461,559","$2,107,925",32.6%,"$4,353,634",67.4%
396,The Mafia Kills Only in Summer,"$6,369,335",-,-,"$6,369,335",100%
397,Closed Circuit,"$6,331,939","$5,750,401",90.8%,"$581,538",9.2%
398,Traffic Department,"$6,322,254",-,-,"$6,322,254",100%
399,Hospitality Department,"$6,275,245",-,-,"$6,275,245",100%
400,The Test,"$6,224,290",-,-,"$6,224,290",100%
401,Yeh Jawaani Hai Deewani,"$6,189,998","$3,827,466",61.8%,"$2,362,532",38.2%
402,The Adventures of Sinbad,"$6,060,000",-,-,"$6,060,000",100%
403,Matru ki Bijlee ka Mandola,"$6,009,116",-,-,"$6,009,116",100%
404,National Song Contest,"$5,953,187",-,-,"$5,953,187",100%
405,The Immigrant,"$5,952,884","$2,025,328",34%,"$3,927,556",66%
406,Water and Fire,"$5,919,180",-,-,"$5,919,180",100%
407,Jolly LLB,"$5,903,218",-,-,"$5,903,218",100%
408,20 Feet from Stardom,"$5,839,368","$4,946,445",84.7%,"$892,923",15.3%
409,Wannabe Widowed,"$5,824,753",-,-,"$5,824,753",100%
410,The Wizard of Oz 2013 3D/IMAX Release,"$5,787,802","$5,633,202",97.3%,"$154,600",2.7%
411,Deadly Code,"$5,757,236",-,-,"$5,757,236",100%
412,All Stars,"$5,749,245",-,-,"$5,749,245",100%
413,11 A.M.,"$5,713,402",-,-,"$5,713,402",100%
414,A Messenger from Heaven,"$5,696,781",-,-,"$5,696,781",100%
415,I Love Hong Kong 2013,"$5,682,465",-,-,"$5,682,465",100%
416,Knight Rusty,"$5,669,013",-,-,"$5,669,013",100%
417,Mister Twister Goes Camping,"$5,651,752",-,-,"$5,651,752",100%
418,The Frozen Ground,"$5,617,460",-,-,"$5,617,460",100%
419,The French Minister,"$5,586,646","$12,027",0.2%,"$5,574,619",99.8%
420,Ruby Red,"$5,524,381",-,-,"$5,524,381",100%
421,All for Two,"$5,513,338",-,-,"$5,513,338",100%
422,On My Way,"$5,505,705","$317,324",5.8%,"$5,188,381",94.2%
423,L'Apprenti Pere Noel 2,"$5,496,833",-,-,"$5,496,833",100%
424,Man of Tai Chi,"$5,464,885","$100,144",1.8%,"$5,364,741",98.2%
425,Seven Days of Himawari and Her Puppies,"$5,463,914",-,-,"$5,463,914",100%
426,Stay Away from Me,"$5,440,949",-,-,"$5,440,949",100%
427,Happy Heroes,"$5,410,000",-,-,"$5,410,000",100%
428,Dampfnudelblues,"$5,378,537",-,-,"$5,378,537",100%
429,Much Ado About Nothing,"$5,341,221","$4,328,849",81%,"$1,012,372",19%
430,The Dognapper,"$5,287,921",-,-,"$5,287,921",100%
431,Walesa: Man of Hope,"$5,250,588",-,-,"$5,250,588",100%
432,Devil's Pass,"$5,217,347",-,-,"$5,217,347",100%
433,My African Adventure,"$5,194,312",-,-,"$5,194,312",100%
434,Oldboy,"$5,186,767","$2,193,658",42.3%,"$2,993,109",57.7%
435,The Haunting in Connecticut 2: Ghosts of Georgia,"$5,127,434",-,-,"$5,127,434",100%
436,Bizim Hikaye,"$5,122,113",-,-,"$5,122,113",100%
437,Together,"$5,120,000",-,-,"$5,120,000",100%
438,El Ciudadano Kramer,"$5,084,473",-,-,"$5,084,473",100%
439,Doctor Who: The Day of the Doctor,"$5,074,950",-,-,"$5,074,950",100%
440,Stand Up Guys,"$5,072,654","$3,310,031",65.3%,"$1,762,623",34.7%
441,South Bound,"$5,070,133",-,-,"$5,070,133",100%
442,Mannenharten,"$5,062,196",-,-,"$5,062,196",100%
443,21 Ways to Ruin a Marriage,"$5,012,795",-,-,"$5,012,795",100%
444,The Midas Touch,"$5,007,766",-,-,"$5,007,766",100%
445,Marina,"$4,998,164",-,-,"$4,998,164",100%
446,The Fox Lover,"$4,970,000",-,-,"$4,970,000",100%
447,A Tale of Samurai Cooking - A True Love Story,"$4,968,780",-,-,"$4,968,780",100%
448,Amazonia,"$4,963,609",-,-,"$4,963,609",100%
449,Da geht noch was,"$4,936,298",-,-,"$4,936,298",100%
450,Fly Me to the Moon 3D 2013 Re-release,"$4,930,000",-,-,"$4,930,000",100%
451,A small southern enterprise,"$4,923,392",-,-,"$4,923,392",100%
452,Paris à tout prix,"$4,914,774",-,-,"$4,914,774",100%
453,Conspirators,"$4,901,432",-,-,"$4,901,432",100%
454,Kiki's Delivery Service 2013 Re-release,"$4,877,850",-,-,"$4,877,850",100%
455,Raja Huli,"$4,858,064",-,-,"$4,858,064",100%
456,Steins Gate the Movie: Load Region of Déjà vu,"$4,843,719",-,-,"$4,843,719",100%
457,RamLeela,"$4,840,059","$2,738,863",56.6%,"$2,101,196",43.4%
458,Love You for Loving Me,"$4,790,000",-,-,"$4,790,000",100%
459,Babovresky,"$4,756,577",-,-,"$4,756,577",100%
460,Joséphine,"$4,727,775",-,-,"$4,727,775",100%
461,Walking on Sunshine,"$4,721,182",-,-,"$4,721,182",100%
462,Young Style,"$4,720,000",-,-,"$4,720,000",100%
463,The Adulteen,"$4,705,786",-,-,"$4,705,786",100%
464,A Certain Magical Index: The Movie - The Miracle of Endymion,"$4,701,051",-,-,"$4,701,051",100%
465,The Iceman,"$4,552,970","$1,969,193",43.3%,"$2,583,777",56.7%
466,Max,"$4,494,114",-,-,"$4,494,114",100%
467,The Geographer Drank His Globe Away,"$4,459,303",-,-,"$4,459,303",100%
468,Tokumei Sentai Go-Busters vs. Kaizoku Sentai Gokaiger: The Movie,"$4,435,269",-,-,"$4,435,269",100%
469,The House at the End of Time,"$4,350,990",-,-,"$4,350,990",100%
470,The Last Days,"$4,343,816",-,-,"$4,343,816",100%
471,Kiyoku yawaku,"$4,339,844",-,-,"$4,339,844",100%
472,Deo pa-i-beu,"$4,276,330",-,-,"$4,276,330",100%
473,Bright Days Ahead,"$4,268,717",-,-,"$4,268,717",100%
474,Ostrov vezeniya,"$4,222,736",-,-,"$4,222,736",100%
475,Family United,"$4,202,521",-,-,"$4,202,521",100%
476,"White as Milk, Red as Blood","$4,191,786",-,-,"$4,191,786",100%
477,Better and Better,"$4,180,000",-,-,"$4,180,000",100%
478,Krrish 3,"$4,170,204","$2,191,534",52.6%,"$1,978,670",47.4%
479,The Harry Hill Movie,"$4,107,208",-,-,"$4,107,208",100%
480,Het vonnis,"$4,090,360",-,-,"$4,090,360",100%
481,Le coeur des hommes 3,"$4,060,827",-,-,"$4,060,827",100%
482,Regret!,"$3,995,340",-,-,"$3,995,340",100%
483,The Invisible Woman,"$3,986,888","$1,234,254",31%,"$2,752,634",69%
484,Ip Man: The Final Fight,"$3,967,001","$37,884",1%,"$3,929,117",99%
485,Gatchaman,"$3,957,641",-,-,"$3,957,641",100%
486,The Devil's Violinist,"$3,952,097","$11,294",0.3%,"$3,940,803",99.7%
487,Snabba cash - Livet deluxe,"$3,931,915",-,-,"$3,931,915",100%
488,Welcome to the Punch,"$3,926,386","$9,747",0.2%,"$3,916,639",99.8%
489,The To Do List,"$3,909,596","$3,491,669",89.3%,"$417,927",10.7%
490,The Starving Games,"$3,906,308",-,-,"$3,906,308",100%
491,The Ultimate Accessory,"$3,888,548",-,-,"$3,888,548",100%
492,Bro's Before Ho's,"$3,860,405",-,-,"$3,860,405",100%
493,Real,"$3,801,975",-,-,"$3,801,975",100%
494,Soreike! Anpanman: Tobase! Kibou no hankachi,"$3,786,430",-,-,"$3,786,430",100%
495,Mysterious Face,"$3,770,000",-,-,"$3,770,000",100%
496,Christmas Rose,"$3,754,094",-,-,"$3,754,094",100%
497,Love Speaks,"$3,730,000",-,-,"$3,730,000",100%
498,Ragnarok,"$3,721,345","$1,369",<0.1%,"$3,719,976",100%
499,O chyom molchat devushki,"$3,678,530",-,-,"$3,678,530",100%
500,Yellow Elephant,"$3,666,854",-,-,"$3,666,854",100%
501,The German Doctor,"$3,635,718","$418,392",11.5%,"$3,217,326",88.5%
502,Fonzy,"$3,561,714",-,-,"$3,561,714",100%
503,The Human Trust,"$3,547,836",-,-,"$3,547,836",100%
504,La vraie vie des profs,"$3,530,139",-,-,"$3,530,139",100%
505,Crimes of Passion,"$3,530,000",-,-,"$3,530,000",100%
506,"Sex, Drugs & Taxation","$3,519,632",-,-,"$3,519,632",100%
507,The Closed Circuit,"$3,502,373",-,-,"$3,502,373",100%
508,Thanks for Sharing,"$3,499,442","$1,065,881",30.5%,"$2,433,561",69.5%
509,Time and the Wind,"$3,477,093",-,-,"$3,477,093",100%
510,The Vulture,"$3,443,414",-,-,"$3,443,414",100%
511,Disconnect,"$3,428,048","$1,436,900",41.9%,"$1,991,148",58.1%
512,Back on Track,"$3,421,313",-,-,"$3,421,313",100%
513,Turf,"$3,414,432",-,-,"$3,414,432",100%
514,The Protector 2,"$3,399,790","$2,463",<0.1%,"$3,397,327",99.9%
515,The Gifted Hands,"$3,378,553",-,-,"$3,378,553",100%
516,Oshin,"$3,357,828",-,-,"$3,357,828",100%
517,Four Sisters and a Wedding,"$3,351,356",-,-,"$3,351,356",100%
518,Homeland,"$3,333,063",-,-,"$3,333,063",100%
519,Kuiba 2,"$3,330,000",-,-,"$3,330,000",100%
520,Before The Winter Chill 2013 Re-release,"$3,319,705",-,-,"$3,319,705",100%
521,Mayday Nowhere 3D,"$3,314,407",-,-,"$3,314,407",100%
522,Exit Marrakech,"$3,291,151",-,-,"$3,291,151",100%
523,Love is in the Air 2013 Re-release,"$3,221,554","$8,425",0.3%,"$3,213,129",99.7%
524,Gallipoli: End of the Road,"$3,221,143",-,-,"$3,221,143",100%
525,Kicking Off,"$3,218,397",-,-,"$3,218,397",100%
526,She's the One,"$3,189,636",-,-,"$3,189,636",100%
527,Vsyo vklyucheno 2,"$3,138,768",-,-,"$3,138,768",100%
528,Le grand méchant loup,"$3,129,192",-,-,"$3,129,192",100%
529,In a World...,"$3,114,953","$2,963,902",95.2%,"$151,051",4.8%
530,Out of the Blue,"$3,096,999",-,-,"$3,096,999",100%
531,Shed No Tears,"$3,085,180",-,-,"$3,085,180",100%
532,Hatched,"$3,080,000",-,-,"$3,080,000",100%
533,Little England,"$3,078,029",-,-,"$3,078,029",100%
534,Living Is Easy with Eyes Closed,"$3,075,169","$11,600",0.4%,"$3,063,569",99.6%
535,Baby Blues,"$3,056,028",-,-,"$3,056,028",100%
536,Steal My Heart,"$3,032,434",-,-,"$3,032,434",100%
537,Lift to Hell,"$3,030,000",-,-,"$3,030,000",100%
538,Top Gun 2013 3D Release,"$3,018,873","$3,018,873",100%,-,-
539,Rigor Mortis,"$3,016,904","$7,865",0.3%,"$3,009,039",99.7%
540,El paseo 3,"$2,991,101",-,-,"$2,991,101",100%
541,Mohamed Dubois,"$2,970,817",-,-,"$2,970,817",100%
542,Last Love,"$2,967,122",-,-,"$2,967,122",100%
543,Romeo and Juliet,"$2,966,268","$1,162,635",39.2%,"$1,803,633",60.8%
544,How to Use Guys with Secret Tips,"$2,956,304",-,-,"$2,956,304",100%
545,Mig äger ingen,"$2,954,287",-,-,"$2,954,287",100%
546,Filly Brown,"$2,940,411","$2,850,357",96.9%,"$90,054",3.1%
547,I'll Give It My All... Tomorrow,"$2,900,632",-,-,"$2,900,632",100%
548,The East,"$2,891,812","$2,301,839",79.6%,"$589,973",20.4%
549,Moshi Monsters,"$2,883,694",-,-,"$2,883,694",100%
550,Rabbit Without Ears and Two-Eared Chick,"$2,875,527",-,-,"$2,875,527",100%
551,No Breathing,"$2,873,570",-,-,"$2,873,570",100%
552,Horror Stories 2,"$2,872,739",-,-,"$2,872,739",100%
553,Home Run,"$2,861,020","$2,861,020",100%,-,-
554,African Safari,"$2,845,077",-,-,"$2,845,077",100%
555,Tumbleweed,"$2,814,941",-,-,"$2,814,941",100%
556,To the Wonder,"$2,801,166","$587,615",21%,"$2,213,551",79%
557,Pizza II: Villa,"$2,800,000",-,-,"$2,800,000",100%
558,"Cinco de Mayo, La Batalla","$2,794,852","$173,472",6.2%,"$2,621,380",93.8%
559,Long Live Freedom,"$2,772,977",-,-,"$2,772,977",100%
560,LasseMajas detektivbyrå - Skuggor över Valleby,"$2,747,991",-,-,"$2,747,991",100%
561,Il était une forêt,"$2,745,549",-,-,"$2,745,549",100%
562,Raja Rani,"$2,731,185",-,-,"$2,731,185",100%
563,What Maisie Knew,"$2,711,379","$1,066,471",39.3%,"$1,644,908",60.7%
564,The Fifth Wheel,"$2,664,483",-,-,"$2,664,483",100%
565,Heart of a Lion,"$2,654,271",-,-,"$2,654,271",100%
566,Pioneer,"$2,647,820","$6,871",0.3%,"$2,640,949",99.7%
567,Stories We Tell,"$2,641,053","$1,600,145",60.6%,"$1,040,908",39.4%
568,Zulu,"$2,636,607",-,-,"$2,636,607",100%
569,11.6,"$2,628,870",-,-,"$2,628,870",100%
570,SDU: Sex Duties Unit,"$2,592,386",-,-,"$2,592,386",100%
571,Frog Kingdom,"$2,580,000",-,-,"$2,580,000",100%
572,A Castle in Italy,"$2,579,459",-,-,"$2,579,459",100%
573,Combustion,"$2,577,377",-,-,"$2,577,377",100%
574,The Gatekeepers,"$2,573,616","$2,415,727",93.9%,"$157,889",6.1%
575,Blood Ties,"$2,566,435","$42,472",1.7%,"$2,523,963",98.3%
576,August. Eighth 2013 Re-release,"$2,560,000",-,-,"$2,560,000",100%
577,Baby Blues,"$2,555,607",-,-,"$2,555,607",100%
578,The Last Chance: Diary of Comedians,"$2,553,549",-,-,"$2,553,549",100%
579,"1,000 Times Good Night","$2,549,568","$53,895",2.1%,"$2,495,673",97.9%
580,Reunion,"$2,542,557",-,-,"$2,542,557",100%
581,Pazze di me,"$2,534,546",-,-,"$2,534,546",100%
582,Grace Unplugged,"$2,507,201","$2,507,201",100%,-,-
583,I'm in Love with a Church Girl,"$2,503,392","$2,387,730",95.4%,"$115,662",4.6%
584,Sorrow and Joy,"$2,500,342",-,-,"$2,500,342",100%
585,Fire with Fire,"$2,500,277",-,-,"$2,500,277",100%
586,Still Life,"$2,495,025","$9,481",0.4%,"$2,485,544",99.6%
587,The Christmas Candle,"$2,476,775","$2,258,620",91.2%,"$218,155",8.8%
588,Schuks! Your Country Needs You,"$2,474,815",-,-,"$2,474,815",100%
589,Mormor og de åtte ungene,"$2,458,910",-,-,"$2,458,910",100%
590,De Club van Sinterklaas & De Pietenschool,"$2,450,350",-,-,"$2,450,350",100%
591,The Olsen Gang in Deep Trouble,"$2,444,372",-,-,"$2,444,372",100%
592,Pinocchio,"$2,435,973",-,-,"$2,435,973",100%
593,The Sweet Sins of Sexy Susan,"$2,429,611",-,-,"$2,429,611",100%
594,Daylight,"$2,428,270",-,-,"$2,428,270",100%
595,Otto the Rhino,"$2,403,520",-,-,"$2,403,520",100%
596,The Stroller Strategy,"$2,401,291","$3,462",0.1%,"$2,397,829",99.9%
597,The Reunion,"$2,397,518",-,-,"$2,397,518",100%
598,Amiche da morire,"$2,393,573",-,-,"$2,393,573",100%
599,"Maruyama, the Middle Schooler","$2,379,974",-,-,"$2,379,974",100%
600,Why Your Crush Doesn't Have a Crush on You?,"$2,352,001",-,-,"$2,352,001",100%
601,Mysterious Island 2,"$2,350,000",-,-,"$2,350,000",100%
602,Violetta,"$2,330,571",-,-,"$2,330,571",100%
603,Bhaag Milkha Bhaag,"$2,325,917","$1,636,731",70.4%,"$689,186",29.6%
604,Don't Lose Heart,"$2,313,892",-,-,"$2,313,892",100%
605,Austenland,"$2,313,509","$2,159,041",93.3%,"$154,468",6.7%
606,Blackfish,"$2,303,417","$2,073,582",90%,"$229,835",10%
607,Oszukane,"$2,292,776",-,-,"$2,292,776",100%
608,7 Pecados Rurais,"$2,292,724",-,-,"$2,292,724",100%
609,Bends,"$2,291,573",-,-,"$2,291,573",100%
610,Kunta,"$2,290,000",-,-,"$2,290,000",100%
611,Casper and Emma - Best Friends,"$2,283,582",-,-,"$2,283,582",100%
612,Documentary of AKB48: No Flower Without Rain,"$2,280,815",-,-,"$2,280,815",100%
613,Are We OK?,"$2,268,939",-,-,"$2,268,939",100%
614,Gibraltar,"$2,262,343",-,-,"$2,262,343",100%
615,How to Catch the Firebird's Feather,"$2,262,115",-,-,"$2,262,115",100%
616,Ci vediamo domani,"$2,259,155",-,-,"$2,259,155",100%
617,G.D.O. BlackCat,"$2,253,956",-,-,"$2,253,956",100%
618,Life Is Not for Cowards,"$2,250,806",-,-,"$2,250,806",100%
619,Marius,"$2,249,781","$9,781",0.4%,"$2,240,000",99.6%
620,Kids Police,"$2,244,654",-,-,"$2,244,654",100%
621,Sea Level 2013 Re-release,"$2,226,446",-,-,"$2,226,446",100%
622,Pelle Politibil på sporet,"$2,220,689",-,-,"$2,220,689",100%
623,Rölli and the Golden Key,"$2,202,837",-,-,"$2,202,837",100%
624,A Five Star Life,"$2,198,866",-,-,"$2,198,866",100%
625,Cine Holliúdy,"$2,180,341",-,-,"$2,180,341",100%
626,The Reluctant Fundamentalist,"$2,167,020","$552,959",25.5%,"$1,614,061",74.5%
627,The Saratov Approach,"$2,146,999","$2,146,999",100%,-,-
628,The Oscar Nominated Short Films 2013: Live Action,"$2,142,342","$2,142,342",100%,-,-
629,The Attack,"$2,139,516","$1,720,325",80.4%,"$419,191",19.6%
630,Two Mothers,"$2,114,952",-,-,"$2,114,952",100%
631,It All Began When I Met You,"$2,097,204",-,-,"$2,097,204",100%
632,Gekijouban Bad Boys J: Saigo ni mamorumono,"$2,095,543",-,-,"$2,095,543",100%
633,Long Weekend,"$2,094,257",-,-,"$2,094,257",100%
634,Behzat Ç. Ankara Yaniyor,"$2,089,459",-,-,"$2,089,459",100%
635,Odnoklassniki.ru: naCLICKay udachu,"$2,085,738",-,-,"$2,085,738",100%
636,Girl Most Likely,"$2,085,617","$1,378,591",66.1%,"$707,026",33.9%
637,Odeio o Dia dos Namorados,"$2,077,146",-,-,"$2,077,146",100%
638,Singam 2,"$2,070,341",-,-,"$2,070,341",100%
639,Taxi! Taxi!,"$2,068,116",-,-,"$2,068,116",100%
640,Detective Conan: Strategy Above the Depths 2013 Re-release,"$2,044,865",-,-,"$2,044,865",100%
641,Balala the Fairies: The Magic Trial,"$2,030,000",-,-,"$2,030,000",100%
642,Forever Love,"$2,030,000",-,-,"$2,030,000",100%
643,Alphabet,"$2,029,628",-,-,"$2,029,628",100%
644,Midden in de winternacht,"$2,015,130",-,-,"$2,015,130",100%
645,Dabbe: The Possession,"$2,005,958",-,-,"$2,005,958",100%
646,The Dinner,"$2,003,063",-,-,"$2,003,063",100%
647,"It's Me, It's Me","$1,999,546",-,-,"$1,999,546",100%
648,Tour De Force,"$1,995,786",-,-,"$1,995,786",100%
649,Antboy,"$1,994,566",-,-,"$1,994,566",100%
650,Happiness for Sale,"$1,988,663",-,-,"$1,988,663",100%
651,Vuonna 85,"$1,984,020",-,-,"$1,984,020",100%
652,Dark World 2: Equilibrium,"$1,982,480",-,-,"$1,982,480",100%
653,Príbeh kmotra,"$1,964,878",-,-,"$1,964,878",100%
654,Those Happy Years,"$1,958,508",-,-,"$1,958,508",100%
655,Shin Megami Tensei: Persona 3,"$1,956,267",-,-,"$1,956,267",100%
656,Valentino,"$1,952,361",-,-,"$1,952,361",100%
657,Smoorverliefd,"$1,950,459",-,-,"$1,950,459",100%
658,Yam yasothon 3,"$1,941,524",-,-,"$1,941,524",100%
659,A Chilling Cosplay,"$1,939,889",-,-,"$1,939,889",100%
660,Mere Dad Ki Maruti,"$1,925,068",-,-,"$1,925,068",100%
661,Hur många kramar finns det i världen?,"$1,917,521",-,-,"$1,917,521",100%
662,Se Puder... Dirija!,"$1,909,712",-,-,"$1,909,712",100%
663,Serra Pelada - A Lenda Da Montanha De Ouro,"$1,908,156",-,-,"$1,908,156",100%
664,Saint Young Men: The Movie,"$1,888,062",-,-,"$1,888,062",100%
665,Toriko the Movie: Secret Recipe of Gourmet God!,"$1,887,024",-,-,"$1,887,024",100%
666,Ninja Kids!!!: Summer Mission Impossible,"$1,885,257",-,-,"$1,885,257",100%
667,Ego,"$1,884,827",-,-,"$1,884,827",100%
668,Emil & Ida i Lönneberga,"$1,878,256",-,-,"$1,878,256",100%
669,El-Cin 2013 Re-release,"$1,878,082",-,-,"$1,878,082",100%
670,Kill Your Darlings,"$1,877,924","$1,030,064",54.9%,"$847,860",45.1%
671,The Wrath of Vajra,"$1,872,903",-,-,"$1,872,903",100%
672,Kill Buljo 2,"$1,857,719",-,-,"$1,857,719",100%
673,Ismael,"$1,853,974",-,-,"$1,853,974",100%
674,Mój biegun,"$1,843,438",-,-,"$1,843,438",100%
675,Father's Chair,"$1,839,839",-,-,"$1,839,839",100%
676,Arrambam,"$1,835,852",-,-,"$1,835,852",100%
677,Roommate,"$1,832,755",-,-,"$1,832,755",100%
678,Fall... in Love 2013 Re-release,"$1,830,000",-,-,"$1,830,000",100%
679,Mutlu Aile Defteri,"$1,827,360",-,-,"$1,827,360",100%
680,Rasputin 2013 Re-release,"$1,821,978",-,-,"$1,821,978",100%
681,The Face of Love,"$1,806,548","$350,006",19.4%,"$1,456,542",80.6%
682,Wings of Christmas,"$1,799,192",-,-,"$1,799,192",100%
683,Bombay Talkies,"$1,789,657",-,-,"$1,789,657",100%
684,Små citroner gula,"$1,786,541",-,-,"$1,786,541",100%
685,Make Me Shudder,"$1,776,457",-,-,"$1,776,457",100%
686,Fad jang toh,"$1,772,041",-,-,"$1,772,041",100%
687,After the Dark,"$1,770,376",-,-,"$1,770,376",100%
688,Ushi Must Marry,"$1,769,565",-,-,"$1,769,565",100%
689,Bromance: My Brother's Romance,"$1,764,028",-,-,"$1,764,028",100%
690,The Way We Dance,"$1,759,061",-,-,"$1,759,061",100%
691,Fasten Your Seatbelt,"$1,755,894",-,-,"$1,755,894",100%
692,Royal Shakespeare Company: Richard II,"$1,739,518",-,-,"$1,739,518",100%
693,A Moment of Love,"$1,730,000",-,-,"$1,730,000",100%
694,Girl Rising,"$1,727,259","$1,727,259",100%,-,-
695,Siberian Exile,"$1,716,849",-,-,"$1,716,849",100%
696,The Garden of Sinners: Future Gospel,"$1,713,850",-,-,"$1,713,850",100%
697,Grand Central,"$1,713,691",-,-,"$1,713,691",100%
698,Sel8nne,"$1,713,266",-,-,"$1,713,266",100%
699,The Chrysalis,"$1,690,000",-,-,"$1,690,000",100%
700,Nothing Left to Fear,"$1,675,381","$7,886",0.5%,"$1,667,495",99.5%
701,Un prince (presque) charmant,"$1,660,637",-,-,"$1,660,637",100%
702,Wrestling Queens,"$1,656,743",-,-,"$1,656,743",100%
703,Goddess,"$1,656,399",-,-,"$1,656,399",100%
704,Thalaivaa,"$1,654,633",-,-,"$1,654,633",100%
705,Sunset at Chaophraya,"$1,646,962",-,-,"$1,646,962",100%
706,Short Term 12,"$1,645,164","$1,013,100",61.6%,"$632,064",38.4%
707,Kak poymat pero Zhar-Ptitsy,"$1,644,198",-,-,"$1,644,198",100%
708,Me Late Chocolate,"$1,630,053",-,-,"$1,630,053",100%
709,Queen of the Night,"$1,628,465",-,-,"$1,628,465",100%
710,Hoe duur was de suiker,"$1,625,240",-,-,"$1,625,240",100%
711,Frits & Franky,"$1,618,520",-,-,"$1,618,520",100%
712,Grand Piano,"$1,618,085","$22,555",1.4%,"$1,595,530",98.6%
713,Best Before,"$1,614,996",-,-,"$1,614,996",100%
714,V8 - Du willst der Beste sein,"$1,614,831",-,-,"$1,614,831",100%
715,We Are the Best!,"$1,604,273","$180,590",11.3%,"$1,423,683",88.7%
716,The Wedding Diary 2,"$1,597,734",-,-,"$1,597,734",100%
717,A Moment in Time,"$1,588,999",-,-,"$1,588,999",100%
718,Ask Kirmizi,"$1,587,269",-,-,"$1,587,269",100%
719,Lovelace,"$1,585,583","$356,582",22.5%,"$1,229,001",77.5%
720,Home from Home: Chronicle of a Vision,"$1,580,251",-,-,"$1,580,251",100%
721,Adore,"$1,575,749","$318,982",20.2%,"$1,256,767",79.8%
722,Inception 2013 Re-release,"$1,565,477",-,-,"$1,565,477",100%
723,"Bless Me, Ultima","$1,561,962","$1,561,962",100%,-,-
724,Revival,"$1,554,057",-,-,"$1,554,057",100%
725,Still Mine,"$1,552,730","$1,159,336",74.7%,"$393,394",25.3%
726,Grave Encounters 2,"$1,552,486",-,-,"$1,552,486",100%
727,The Lords of Salem,"$1,544,989","$1,165,882",75.5%,"$379,107",24.5%
728,Intrepido: A Lonely Hero,"$1,544,866",-,-,"$1,544,866",100%
729,La marche,"$1,540,978",-,-,"$1,540,978",100%
730,Reaching for the Moon,"$1,534,391","$45,502",3%,"$1,488,889",97%
731,The Scapegoat,"$1,507,325",-,-,"$1,507,325",100%
